customer_id,first_name,last_name,email,signup_date,customer_segment,city
CUST-000278,Mateo,Martinez,mateo.martinez.278@example.com,2026-04-29,STANDARD,Rosario
CUST-000279,Lucia,Lopez,lucia.lopez.279@example.com,2025-03-20,BUSINESS,Buenos Aires
CUST-000280,Lucia,Lopez,lucia.lopez.280@example.com,2024-09-09,PREMIUM,Córdoba
CUST-000281,Camila,Martinez,camila.martinez.281@example.com,2024-11-02,STANDARD,Mendoza
CUST-000282,Valentina,Rodriguez,valentina.rodriguez.282@example.com,2023-09-22,STANDARD,Córdoba
CUST-000283,Agustin,Torres,agustin.torres.283@example.com,2024-12-26,STANDARD,Buenos Aires
CUST-000284,Valentina,Gomez,valentina.gomez.284@example.com,2025-07-30,PREMIUM,Rosario
CUST-000285,Paula,Sanchez,paula.sanchez.285@example.com,2026-03-20,STANDARD,Mendoza
CUST-000286,Camila,Fernandez,camila.fernandez.286@example.com,2025-04-09,STANDARD,Rosario
CUST-000287,Sofia,Acosta,sofia.acosta.287@example.com,2025-07-31,PREMIUM,Rosario
CUST-000288,Mateo,Sanchez,mateo.sanchez.288@example.com,2023-08-05,STANDARD,La Plata
CUST-000289,Valentina,Torres,valentina.torres.289@example.com,2023-06-11,STANDARD,Rosario
CUST-000290,Nicolas,Lopez,nicolas.lopez.290@example.com,2024-11-13,PREMIUM,Buenos Aires
CUST-000291,Agustin,Fernandez,agustin.fernandez.291@example.com,2025-12-22,STANDARD,Rosario
CUST-000292,Nicolas,Rodriguez,nicolas.rodriguez.292@example.com,2024-04-28,STANDARD,Rosario
CUST-000293,Juan,Rodriguez,juan.rodriguez.293@example.com,2026-05-18,STANDARD,Buenos Aires
CUST-000294,Sofia,Romero,sofia.romero.294@example.com,2025-08-08,PREMIUM,La Plata
CUST-000295,Martin,Acosta,martin.acosta.295@example.com,2026-08-09,STANDARD,La Plata
CUST-000296,Nicolas,Diaz,nicolas.diaz.296@example.com,2023-11-06,STANDARD,Mendoza
CUST-000297,Martin,Martinez,martin.martinez.297@example.com,2024-07-16,STANDARD,Rosario
CUST-000298,Agustin,Fernandez,agustin.fernandez.298@example.com,2024-09-27,STANDARD,Buenos Aires
CUST-000299,Lucia,Diaz,lucia.diaz.299@example.com,2024-08-10,STANDARD,Buenos Aires
CUST-000300,Paula,Acosta,paula.acosta.300@example.com,2025-11-04,STANDARD,La Plata
CUST-000301,Agustin,Gomez,agustin.gomez.301@example.com,2025-07-10,PREMIUM,La Plata
CUST-000302,Juan,Diaz,juan.diaz.302@example.com,2026-05-24,STANDARD,Córdoba
CUST-000303,Lucia,Romero,lucia.romero.303@example.com,2023-07-31,PREMIUM,Rosario
CUST-000304,Mateo,Torres,mateo.torres.304@example.com,2026-08-16,STANDARD,Córdoba
CUST-000305,Martin,Romero,martin.romero.305@example.com,2025-12-09,STANDARD,Córdoba
CUST-000306,Nicolas,Diaz,nicolas.diaz.306@example.com,2024-08-02,STANDARD,Rosario
CUST-000307,Paula,Gomez,paula.gomez.307@example.com,2026-07-16,STANDARD,Buenos Aires
CUST-000308,Nicolas,Fernandez,nicolas.fernandez.308@example.com,2026-02-16,STANDARD,Rosario
CUST-000309,Camila,Acosta,camila.acosta.309@example.com,2023-11-04,STANDARD,La Plata
CUST-000310,Sofia,Diaz,sofia.diaz.310@example.com,2024-09-27,BUSINESS,Mendoza
CUST-000311,Sofia,Acosta,sofia.acosta.311@example.com,2023-06-23,STANDARD,Mendoza
CUST-000312,Nicolas,Rodriguez,nicolas.rodriguez.312@example.com,2025-12-14,STANDARD,Mendoza
CUST-000313,Agustin,Diaz,agustin.diaz.313@example.com,2023-02-07,STANDARD,Córdoba
CUST-000314,Juan,Diaz,juan.diaz.314@example.com,2025-09-22,STANDARD,Córdoba
CUST-000315,Sofia,Fernandez,sofia.fernandez.315@example.com,2024-08-28,PREMIUM,Buenos Aires
CUST-000316,Agustin,Torres,agustin.torres.316@example.com,2025-12-14,STANDARD,Rosario
CUST-000317,Paula,Rodriguez,paula.rodriguez.317@example.com,2026-05-08,STANDARD,Córdoba
CUST-000318,Sofia,Acosta,sofia.acosta.318@example.com,2023-12-06,PREMIUM,Buenos Aires
CUST-000319,Valentina,Diaz,valentina.diaz.319@example.com,2024-05-01,BUSINESS,La Plata
CUST-000320,Camila,Romero,camila.romero.320@example.com,2024-04-24,STANDARD,Rosario
CUST-000321,Martin,Lopez,martin.lopez.321@example.com,2025-01-23,STANDARD,La Plata
CUST-000322,Martin,Romero,martin.romero.322@example.com,2024-07-31,PREMIUM,La Plata
CUST-000323,Agustin,Sanchez,agustin.sanchez.323@example.com,2023-11-28,PREMIUM,La Plata
CUST-000324,Sofia,Martinez,sofia.martinez.324@example.com,2023-04-17,STANDARD,Rosario
CUST-000325,Agustin,Fernandez,agustin.fernandez.325@example.com,2025-11-22,PREMIUM,Rosario
CUST-000326,Mateo,Rodriguez,mateo.rodriguez.326@example.com,2024-07-12,STANDARD,La Plata
CUST-000327,Sofia,Sanchez,sofia.sanchez.327@example.com,2023-07-07,PREMIUM,Córdoba
CUST-000328,Martin,Diaz,martin.diaz.328@example.com,2023-02-24,STANDARD,Mendoza
CUST-000329,Agustin,Diaz,agustin.diaz.329@example.com,2024-04-27,STANDARD,Buenos Aires
CUST-000330,Nicolas,Lopez,nicolas.lopez.330@example.com,2023-02-27,STANDARD,Buenos Aires
CUST-000331,Nicolas,Rodriguez,nicolas.rodriguez.331@example.com,2023-10-09,STANDARD,Mendoza
CUST-000332,Sofia,Romero,sofia.romero.332@example.com,2025-07-07,STANDARD,Buenos Aires
CUST-000333,Lucia,Martinez,lucia.martinez.333@example.com,2024-03-17,PREMIUM,La Plata
CUST-000334,Paula,Torres,paula.torres.334@example.com,2025-05-16,STANDARD,Rosario
CUST-000335,Juan,Martinez,juan.martinez.335@example.com,2023-09-07,STANDARD,Mendoza
CUST-000336,Paula,Romero,paula.romero.336@example.com,2023-05-09,STANDARD,Mendoza
CUST-000337,Paula,Torres,paula.torres.337@example.com,2023-02-03,STANDARD,La Plata
CUST-000338,Juan,Rodriguez,juan.rodriguez.338@example.com,2024-08-19,STANDARD,La Plata
CUST-000339,Nicolas,Lopez,nicolas.lopez.339@example.com,2026-03-14,STANDARD,Buenos Aires
CUST-000340,Agustin,Diaz,agustin.diaz.340@example.com,2023-05-19,BUSINESS,La Plata
CUST-000341,Agustin,Torres,agustin.torres.341@example.com,2026-02-08,STANDARD,Mendoza
CUST-000342,Lucia,Sanchez,lucia.sanchez.342@example.com,2025-02-03,STANDARD,Buenos Aires
CUST-000343,Nicolas,Fernandez,nicolas.fernandez.343@example.com,2024-12-07,STANDARD,Buenos Aires
CUST-000344,Paula,Diaz,paula.diaz.344@example.com,2023-10-01,STANDARD,La Plata
CUST-000345,Nicolas,Rodriguez,nicolas.rodriguez.345@example.com,2025-08-09,BUSINESS,Mendoza
CUST-000346,Sofia,Rodriguez,sofia.rodriguez.346@example.com,2023-05-10,PREMIUM,Mendoza
CUST-000347,Lucia,Martinez,lucia.martinez.347@example.com,2024-02-17,STANDARD,Córdoba
CUST-000348,Lucia,Diaz,lucia.diaz.348@example.com,2024-09-27,STANDARD,La Plata
CUST-000349,Martin,Martinez,martin.martinez.349@example.com,2023-03-16,PREMIUM,Córdoba
CUST-000350,Camila,Diaz,camila.diaz.350@example.com,2023-04-08,PREMIUM,Rosario
CUST-000351,Camila,Fernandez,camila.fernandez.351@example.com,2025-01-23,STANDARD,Mendoza
CUST-000352,Martin,Sanchez,martin.sanchez.352@example.com,2024-11-25,BUSINESS,Mendoza
CUST-000353,Martin,Diaz,martin.diaz.353@example.com,2025-11-29,STANDARD,Buenos Aires
CUST-000354,Valentina,Fernandez,valentina.fernandez.354@example.com,2025-05-31,STANDARD,Córdoba
CUST-000355,Agustin,Martinez,agustin.martinez.355@example.com,2024-10-19,STANDARD,Rosario
CUST-000356,Camila,Martinez,camila.martinez.356@example.com,2025-07-02,STANDARD,Mendoza
CUST-000357,Sofia,Romero,sofia.romero.357@example.com,2024-12-20,STANDARD,Rosario
CUST-000358,Paula,Sanchez,paula.sanchez.358@example.com,2024-07-16,STANDARD,Buenos Aires
CUST-000359,Mateo,Sanchez,mateo.sanchez.359@example.com,2025-01-14,STANDARD,Córdoba
CUST-000360,Lucia,Rodriguez,lucia.rodriguez.360@example.com,2026-05-29,STANDARD,Mendoza
CUST-000361,Lucia,Rodriguez,lucia.rodriguez.361@example.com,2023-05-18,STANDARD,Rosario
CUST-000362,Nicolas,Sanchez,nicolas.sanchez.362@example.com,2026-03-07,STANDARD,Córdoba
CUST-000363,Martin,Diaz,martin.diaz.363@example.com,2025-01-31,STANDARD,Buenos Aires
CUST-000364,Paula,Rodriguez,paula.rodriguez.364@example.com,2025-12-20,STANDARD,Rosario
CUST-000365,Camila,Lopez,camila.lopez.365@example.com,2023-08-21,STANDARD,Córdoba
CUST-000366,Martin,Torres,martin.torres.366@example.com,2025-03-03,PREMIUM,Buenos Aires
CUST-000367,Camila,Martinez,camila.martinez.367@example.com,2025-07-02,STANDARD,La Plata
CUST-000368,Camila,Romero,camila.romero.368@example.com,2024-02-14,STANDARD,Buenos Aires
CUST-000369,Martin,Rodriguez,martin.rodriguez.369@example.com,2025-06-30,BUSINESS,Rosario
CUST-000370,Nicolas,Fernandez,nicolas.fernandez.370@example.com,2026-01-31,STANDARD,Rosario
CUST-000371,Sofia,Rodriguez,sofia.rodriguez.371@example.com,2025-01-10,STANDARD,Buenos Aires
CUST-000372,Juan,Rodriguez,juan.rodriguez.372@example.com,2024-04-29,PREMIUM,Buenos Aires
CUST-000373,Nicolas,Torres,nicolas.torres.373@example.com,2026-03-18,STANDARD,La Plata
CUST-000374,Sofia,Acosta,sofia.acosta.374@example.com,2023-06-26,STANDARD,Mendoza
CUST-000375,Martin,Torres,martin.torres.375@example.com,2025-04-21,PREMIUM,La Plata
CUST-000376,Mateo,Rodriguez,mateo.rodriguez.376@example.com,2024-10-11,STANDARD,Mendoza
CUST-000377,Martin,Torres,martin.torres.377@example.com,2024-12-06,STANDARD,La Plata
CUST-000378,Paula,Rodriguez,paula.rodriguez.378@example.com,2023-09-22,STANDARD,Buenos Aires
CUST-000379,Mateo,Torres,mateo.torres.379@example.com,2023-11-10,STANDARD,Córdoba
CUST-000380,Nicolas,Lopez,nicolas.lopez.380@example.com,2024-12-09,PREMIUM,La Plata
CUST-000381,Camila,Fernandez,camila.fernandez.381@example.com,2024-05-28,STANDARD,La Plata
CUST-000382,Camila,Rodriguez,camila.rodriguez.382@example.com,2026-07-04,STANDARD,La Plata
CUST-000383,Mateo,Torres,mateo.torres.383@example.com,2026-08-05,STANDARD,La Plata
CUST-000384,Sofia,Rodriguez,sofia.rodriguez.384@example.com,2026-07-02,PREMIUM,La Plata
CUST-000385,Nicolas,Acosta,nicolas.acosta.385@example.com,2023-03-26,PREMIUM,Buenos Aires
CUST-000386,Mateo,Gomez,mateo.gomez.386@example.com,2026-08-06,PREMIUM,Rosario
CUST-000387,Juan,Acosta,juan.acosta.387@example.com,2025-05-03,STANDARD,Buenos Aires
CUST-000388,Martin,Torres,martin.torres.388@example.com,2024-08-16,STANDARD,Rosario
CUST-000389,Martin,Lopez,martin.lopez.389@example.com,2025-04-11,STANDARD,Buenos Aires
CUST-000390,Lucia,Rodriguez,lucia.rodriguez.390@example.com,2025-06-19,STANDARD,Mendoza
CUST-000391,Juan,Diaz,juan.diaz.391@example.com,2026-05-27,STANDARD,Rosario
CUST-000392,Nicolas,Sanchez,nicolas.sanchez.392@example.com,2023-09-25,PREMIUM,La Plata
CUST-000393,Agustin,Fernandez,agustin.fernandez.393@example.com,2024-10-15,STANDARD,Buenos Aires
CUST-000394,Camila,Romero,camila.romero.394@example.com,2024-05-22,STANDARD,Buenos Aires
CUST-000395,Camila,Sanchez,camila.sanchez.395@example.com,2026-06-14,STANDARD,Córdoba
CUST-000396,Nicolas,Acosta,nicolas.acosta.396@example.com,2024-10-02,STANDARD,Córdoba
CUST-000397,Martin,Torres,martin.torres.397@example.com,2025-08-14,STANDARD,Rosario
CUST-000398,Martin,Gomez,martin.gomez.398@example.com,2023-07-04,PREMIUM,La Plata
CUST-000399,Martin,Lopez,martin.lopez.399@example.com,2024-03-16,STANDARD,Buenos Aires
CUST-000400,Lucia,Martinez,lucia.martinez.400@example.com,2025-10-10,STANDARD,Mendoza
CUST-000401,Camila,Torres,camila.torres.401@example.com,2023-01-17,PREMIUM,Mendoza
CUST-000402,Sofia,Martinez,sofia.martinez.402@example.com,2025-01-19,PREMIUM,Rosario
CUST-000403,Lucia,Sanchez,lucia.sanchez.403@example.com,2023-04-15,STANDARD,Córdoba
CUST-000404,Nicolas,Torres,nicolas.torres.404@example.com,2024-08-14,STANDARD,La Plata
CUST-000405,Martin,Torres,martin.torres.405@example.com,2024-07-26,PREMIUM,La Plata
CUST-000406,Paula,Fernandez,paula.fernandez.406@example.com,2023-09-21,BUSINESS,Mendoza
CUST-000407,Nicolas,Diaz,nicolas.diaz.407@example.com,2026-02-16,PREMIUM,Córdoba
CUST-000408,Juan,Acosta,juan.acosta.408@example.com,2025-11-08,STANDARD,Buenos Aires
CUST-000409,Lucia,Gomez,lucia.gomez.409@example.com,2023-10-08,PREMIUM,Mendoza
CUST-000410,Agustin,Romero,agustin.romero.410@example.com,2023-11-02,STANDARD,La Plata
CUST-000411,Sofia,Diaz,sofia.diaz.411@example.com,2026-06-09,STANDARD,Mendoza
CUST-000412,Paula,Martinez,paula.martinez.412@example.com,2026-04-30,STANDARD,La Plata
CUST-000413,Agustin,Romero,agustin.romero.413@example.com,2026-02-26,STANDARD,Buenos Aires
CUST-000414,Nicolas,Diaz,nicolas.diaz.414@example.com,2023-08-13,BUSINESS,La Plata
CUST-000415,Camila,Gomez,camila.gomez.415@example.com,2026-05-07,STANDARD,La Plata
CUST-000416,Paula,Lopez,paula.lopez.416@example.com,2023-04-16,STANDARD,Córdoba
CUST-000417,Agustin,Acosta,agustin.acosta.417@example.com,2025-02-17,STANDARD,Córdoba
CUST-000418,Lucia,Acosta,lucia.acosta.418@example.com,2023-08-14,STANDARD,Mendoza
CUST-000419,Nicolas,Sanchez,nicolas.sanchez.419@example.com,2023-11-07,STANDARD,Córdoba
CUST-000420,Valentina,Torres,valentina.torres.420@example.com,2026-06-06,PREMIUM,Buenos Aires
CUST-000421,Sofia,Torres,sofia.torres.421@example.com,2024-02-29,STANDARD,Mendoza
CUST-000422,Agustin,Sanchez,agustin.sanchez.422@example.com,2024-10-04,BUSINESS,Mendoza
CUST-000423,Agustin,Diaz,agustin.diaz.423@example.com,2026-01-23,STANDARD,Rosario
CUST-000424,Paula,Romero,paula.romero.424@example.com,2024-01-29,BUSINESS,Rosario
CUST-000425,Agustin,Martinez,agustin.martinez.425@example.com,2024-04-05,PREMIUM,Rosario
CUST-000426,Camila,Lopez,camila.lopez.426@example.com,2025-09-28,STANDARD,Rosario
CUST-000427,Agustin,Martinez,agustin.martinez.427@example.com,2024-08-12,STANDARD,La Plata
CUST-000428,Valentina,Sanchez,valentina.sanchez.428@example.com,2024-12-07,BUSINESS,Córdoba
CUST-000429,Camila,Gomez,camila.gomez.429@example.com,2024-08-12,BUSINESS,Buenos Aires
CUST-000430,Nicolas,Romero,nicolas.romero.430@example.com,2024-06-09,PREMIUM,Córdoba
CUST-000431,Juan,Torres,juan.torres.431@example.com,2024-07-09,PREMIUM,Rosario
CUST-000432,Sofia,Fernandez,sofia.fernandez.432@example.com,2026-06-14,PREMIUM,Córdoba
CUST-000433,Juan,Gomez,juan.gomez.433@example.com,2025-12-23,STANDARD,Córdoba
CUST-000434,Lucia,Fernandez,lucia.fernandez.434@example.com,2025-04-26,STANDARD,Mendoza
CUST-000435,Mateo,Rodriguez,mateo.rodriguez.435@example.com,2023-01-11,BUSINESS,Córdoba
CUST-000436,Valentina,Romero,valentina.romero.436@example.com,2025-09-04,STANDARD,Rosario
CUST-000437,Nicolas,Martinez,nicolas.martinez.437@example.com,2026-08-15,STANDARD,Buenos Aires
CUST-000438,Paula,Lopez,paula.lopez.438@example.com,2025-12-31,PREMIUM,Buenos Aires
CUST-000439,Sofia,Sanchez,sofia.sanchez.439@example.com,2023-12-27,PREMIUM,Buenos Aires
CUST-000440,Valentina,Romero,valentina.romero.440@example.com,2024-01-17,PREMIUM,Rosario
CUST-000441,Lucia,Gomez,lucia.gomez.441@example.com,2024-09-03,STANDARD,Buenos Aires
CUST-000442,Nicolas,Martinez,nicolas.martinez.442@example.com,2025-07-19,BUSINESS,La Plata
CUST-000443,Agustin,Romero,agustin.romero.443@example.com,2023-10-02,PREMIUM,Mendoza
CUST-000444,Camila,Lopez,camila.lopez.444@example.com,2023-08-19,STANDARD,Mendoza
CUST-000445,Camila,Rodriguez,camila.rodriguez.445@example.com,2023-01-29,PREMIUM,Rosario
CUST-000446,Paula,Lopez,paula.lopez.446@example.com,2023-12-26,STANDARD,Mendoza
CUST-000447,Valentina,Torres,valentina.torres.447@example.com,2024-11-02,STANDARD,Buenos Aires
CUST-000448,Sofia,Rodriguez,sofia.rodriguez.448@example.com,2025-09-04,STANDARD,Córdoba
CUST-000449,Lucia,Martinez,lucia.martinez.449@example.com,2025-02-24,STANDARD,Rosario
CUST-000450,Nicolas,Martinez,nicolas.martinez.450@example.com,2026-04-07,PREMIUM,Buenos Aires
CUST-000451,Camila,Diaz,camila.diaz.451@example.com,2024-04-28,STANDARD,Buenos Aires
CUST-000452,Martin,Martinez,martin.martinez.452@example.com,2023-11-24,STANDARD,La Plata
CUST-000453,Camila,Fernandez,camila.fernandez.453@example.com,2026-08-01,PREMIUM,Rosario
CUST-000454,Nicolas,Acosta,nicolas.acosta.454@example.com,2024-03-28,STANDARD,Córdoba
CUST-000455,Martin,Rodriguez,martin.rodriguez.455@example.com,2025-07-20,PREMIUM,La Plata
CUST-000456,Nicolas,Sanchez,nicolas.sanchez.456@example.com,2026-01-29,PREMIUM,La Plata
CUST-000457,Juan,Lopez,juan.lopez.457@example.com,2026-05-05,PREMIUM,Buenos Aires
CUST-000458,Agustin,Romero,agustin.romero.458@example.com,2025-12-17,PREMIUM,Buenos Aires
CUST-000459,Paula,Fernandez,paula.fernandez.459@example.com,2023-05-07,PREMIUM,La Plata
CUST-000460,Juan,Acosta,juan.acosta.460@example.com,2026-01-04,STANDARD,Rosario
CUST-000461,Agustin,Romero,agustin.romero.461@example.com,2023-08-27,STANDARD,La Plata
CUST-000462,Martin,Fernandez,martin.fernandez.462@example.com,2025-11-11,STANDARD,Buenos Aires
CUST-000463,Martin,Rodriguez,martin.rodriguez.463@example.com,2025-11-17,STANDARD,La Plata
CUST-000464,Lucia,Torres,lucia.torres.464@example.com,2025-08-04,STANDARD,Rosario
CUST-000465,Lucia,Sanchez,lucia.sanchez.465@example.com,2024-06-05,PREMIUM,Córdoba
CUST-000466,Paula,Fernandez,paula.fernandez.466@example.com,2023-04-03,STANDARD,Buenos Aires
CUST-000467,Agustin,Gomez,agustin.gomez.467@example.com,2023-05-22,BUSINESS,Mendoza
CUST-000468,Lucia,Martinez,lucia.martinez.468@example.com,2025-04-17,STANDARD,Córdoba
CUST-000469,Valentina,Diaz,valentina.diaz.469@example.com,2025-02-22,STANDARD,Mendoza
CUST-000470,Valentina,Fernandez,valentina.fernandez.470@example.com,2026-01-09,STANDARD,Rosario
CUST-000471,Mateo,Rodriguez,mateo.rodriguez.471@example.com,2026-01-05,STANDARD,Córdoba
CUST-000472,Juan,Gomez,juan.gomez.472@example.com,2023-02-16,BUSINESS,Mendoza
CUST-000473,Agustin,Sanchez,agustin.sanchez.473@example.com,2025-12-25,STANDARD,Córdoba
CUST-000474,Juan,Romero,juan.romero.474@example.com,2024-12-09,STANDARD,Córdoba
CUST-000475,Mateo,Gomez,mateo.gomez.475@example.com,2025-05-08,STANDARD,Buenos Aires
CUST-000476,Juan,Lopez,juan.lopez.476@example.com,2023-05-18,STANDARD,Buenos Aires
CUST-000477,Martin,Acosta,martin.acosta.477@example.com,2023-04-10,STANDARD,Buenos Aires
CUST-000478,Valentina,Romero,valentina.romero.478@example.com,2024-04-24,STANDARD,Buenos Aires
CUST-000479,Sofia,Torres,sofia.torres.479@example.com,2024-08-15,STANDARD,La Plata
CUST-000480,Nicolas,Acosta,nicolas.acosta.480@example.com,2026-05-09,PREMIUM,Rosario
CUST-000481,Juan,Martinez,juan.martinez.481@example.com,2023-10-21,BUSINESS,La Plata
CUST-000482,Juan,Sanchez,juan.sanchez.482@example.com,2024-09-07,STANDARD,La Plata
CUST-000483,Paula,Rodriguez,paula.rodriguez.483@example.com,2026-07-06,STANDARD,La Plata
CUST-000484,Martin,Gomez,martin.gomez.484@example.com,2024-12-06,PREMIUM,Mendoza
CUST-000485,Agustin,Diaz,agustin.diaz.485@example.com,2025-05-02,STANDARD,Rosario
CUST-000486,Valentina,Rodriguez,valentina.rodriguez.486@example.com,2026-01-06,STANDARD,Córdoba
CUST-000487,Camila,Rodriguez,camila.rodriguez.487@example.com,2025-08-06,PREMIUM,La Plata
CUST-000488,Valentina,Sanchez,valentina.sanchez.488@example.com,2026-02-15,STANDARD,Mendoza
CUST-000489,Juan,Martinez,juan.martinez.489@example.com,2024-02-21,STANDARD,Buenos Aires
CUST-000490,Martin,Diaz,martin.diaz.490@example.com,2023-07-09,STANDARD,Córdoba
CUST-000491,Lucia,Martinez,lucia.martinez.491@example.com,2025-02-11,STANDARD,La Plata
CUST-000492,Lucia,Fernandez,lucia.fernandez.492@example.com,2024-01-21,PREMIUM,La Plata
CUST-000493,Agustin,Lopez,agustin.lopez.493@example.com,2025-09-08,STANDARD,Rosario
CUST-000494,Camila,Gomez,camila.gomez.494@example.com,2024-03-09,PREMIUM,Buenos Aires
CUST-000495,Martin,Lopez,martin.lopez.495@example.com,2026-05-22,PREMIUM,Mendoza
CUST-000496,Juan,Torres,juan.torres.496@example.com,2024-10-20,PREMIUM,Mendoza
CUST-000497,Martin,Torres,martin.torres.497@example.com,2026-08-21,STANDARD,Rosario
CUST-000498,Nicolas,Torres,nicolas.torres.498@example.com,2025-10-15,STANDARD,Mendoza
CUST-000499,Nicolas,Lopez,nicolas.lopez.499@example.com,2025-01-29,STANDARD,Buenos Aires
CUST-000500,Paula,Lopez,paula.lopez.500@example.com,2023-10-26,STANDARD,La Plata
CUST-000501,Paula,Acosta,paula.acosta.501@example.com,2025-05-05,STANDARD,Córdoba
CUST-000502,Nicolas,Lopez,nicolas.lopez.502@example.com,2025-02-16,STANDARD,Córdoba
CUST-000503,Martin,Torres,martin.torres.503@example.com,2024-11-22,STANDARD,Mendoza
CUST-000504,Martin,Romero,martin.romero.504@example.com,2023-12-11,PREMIUM,Rosario
CUST-000505,Sofia,Rodriguez,sofia.rodriguez.505@example.com,2026-01-24,STANDARD,La Plata
CUST-000506,Lucia,Torres,lucia.torres.506@example.com,2023-03-11,PREMIUM,Buenos Aires
CUST-000507,Lucia,Gomez,lucia.gomez.507@example.com,2025-04-24,STANDARD,Córdoba
CUST-000508,Mateo,Rodriguez,mateo.rodriguez.508@example.com,2023-01-19,STANDARD,Mendoza
CUST-000509,Nicolas,Gomez,nicolas.gomez.509@example.com,2026-06-19,STANDARD,La Plata
CUST-000510,Martin,Romero,martin.romero.510@example.com,2023-02-02,STANDARD,La Plata
CUST-000511,Valentina,Gomez,valentina.gomez.511@example.com,2023-02-04,STANDARD,Rosario
CUST-000512,Agustin,Martinez,agustin.martinez.512@example.com,2023-02-05,STANDARD,Mendoza
CUST-000513,Sofia,Fernandez,sofia.fernandez.513@example.com,2023-07-17,STANDARD,Córdoba
CUST-000514,Juan,Acosta,juan.acosta.514@example.com,2025-12-14,STANDARD,Rosario
CUST-000515,Camila,Sanchez,camila.sanchez.515@example.com,2023-06-11,STANDARD,Mendoza
CUST-000516,Martin,Acosta,martin.acosta.516@example.com,2024-05-13,BUSINESS,Córdoba
CUST-000517,Camila,Fernandez,camila.fernandez.517@example.com,2026-08-31,BUSINESS,Buenos Aires
CUST-000518,Mateo,Sanchez,mateo.sanchez.518@example.com,2025-02-15,STANDARD,Mendoza
CUST-000519,Lucia,Gomez,lucia.gomez.519@example.com,2023-12-17,STANDARD,Mendoza
CUST-000520,Nicolas,Acosta,nicolas.acosta.520@example.com,2023-07-15,PREMIUM,Buenos Aires
CUST-000521,Juan,Lopez,juan.lopez.521@example.com,2026-03-06,STANDARD,Buenos Aires
CUST-000522,Mateo,Martinez,mateo.martinez.522@example.com,2026-01-17,STANDARD,Buenos Aires
CUST-000523,Sofia,Diaz,sofia.diaz.523@example.com,2023-02-02,BUSINESS,La Plata
CUST-000524,Sofia,Sanchez,sofia.sanchez.524@example.com,2023-06-07,STANDARD,La Plata
CUST-000525,Juan,Acosta,juan.acosta.525@example.com,2025-03-07,STANDARD,La Plata
CUST-000526,Nicolas,Sanchez,nicolas.sanchez.526@example.com,2023-10-14,PREMIUM,Buenos Aires
CUST-000527,Agustin,Diaz,agustin.diaz.527@example.com,2023-04-20,STANDARD,Córdoba
CUST-000528,Mateo,Diaz,mateo.diaz.528@example.com,2026-05-24,PREMIUM,La Plata
CUST-000529,Valentina,Diaz,valentina.diaz.529@example.com,2023-03-02,STANDARD,Mendoza
CUST-000530,Martin,Lopez,martin.lopez.530@example.com,2024-12-29,STANDARD,Mendoza
CUST-000531,Valentina,Rodriguez,valentina.rodriguez.531@example.com,2026-04-14,STANDARD,Buenos Aires
CUST-000532,Paula,Martinez,paula.martinez.532@example.com,2024-05-19,PREMIUM,Buenos Aires
CUST-000533,Camila,Rodriguez,camila.rodriguez.533@example.com,2025-02-17,PREMIUM,Córdoba
CUST-000534,Valentina,Diaz,valentina.diaz.534@example.com,2025-01-08,STANDARD,Buenos Aires
CUST-000535,Camila,Romero,camila.romero.535@example.com,2025-01-07,PREMIUM,Buenos Aires
CUST-000536,Sofia,Fernandez,sofia.fernandez.536@example.com,2024-01-19,STANDARD,La Plata
CUST-000537,Agustin,Torres,agustin.torres.537@example.com,2025-04-15,STANDARD,Buenos Aires
CUST-000538,Nicolas,Torres,nicolas.torres.538@example.com,2023-07-10,STANDARD,Rosario
CUST-000539,Valentina,Gomez,valentina.gomez.539@example.com,2024-08-20,STANDARD,Buenos Aires
CUST-000540,Agustin,Lopez,agustin.lopez.540@example.com,2026-03-17,STANDARD,Mendoza
CUST-000541,Sofia,Rodriguez,sofia.rodriguez.541@example.com,2024-07-04,STANDARD,Mendoza
CUST-000542,Sofia,Fernandez,sofia.fernandez.542@example.com,2023-12-09,STANDARD,Mendoza
CUST-000543,Camila,Romero,camila.romero.543@example.com,2023-06-07,STANDARD,Córdoba
CUST-000544,Martin,Acosta,martin.acosta.544@example.com,2026-06-16,STANDARD,Buenos Aires
CUST-000545,Sofia,Martinez,sofia.martinez.545@example.com,2023-01-14,PREMIUM,Rosario
CUST-000546,Paula,Sanchez,paula.sanchez.546@example.com,2024-11-05,STANDARD,Mendoza
CUST-000547,Paula,Rodriguez,paula.rodriguez.547@example.com,2024-09-07,STANDARD,Córdoba
CUST-000548,Martin,Diaz,martin.diaz.548@example.com,2023-12-30,BUSINESS,Rosario
CUST-000549,Camila,Romero,camila.romero.549@example.com,2026-03-25,PREMIUM,Rosario
CUST-000550,Valentina,Martinez,valentina.martinez.550@example.com,2025-03-15,STANDARD,La Plata
CUST-000551,Juan,Acosta,juan.acosta.551@example.com,2026-01-22,STANDARD,La Plata
CUST-000552,Lucia,Romero,lucia.romero.552@example.com,2024-03-05,STANDARD,Rosario
CUST-000553,Mateo,Sanchez,mateo.sanchez.553@example.com,2025-10-19,STANDARD,Rosario
CUST-000554,Juan,Martinez,juan.martinez.554@example.com,2023-11-12,PREMIUM,Mendoza
